match_id,match_start_date_time,game_version_id,game_version,radiant_player_1_hero_id,radiant_player_1_hero,radiant_player_2_hero_id,radiant_player_2_hero,radiant_player_3_hero_id,radiant_player_3_hero,radiant_player_4_hero_id,radiant_player_4_hero,radiant_player_5_hero_id,radiant_player_5_hero,dire_player_1_hero_id,dire_player_1_hero,dire_player_2_hero_id,dire_player_2_hero,dire_player_3_hero_id,dire_player_3_hero,dire_player_4_hero_id,dire_player_4_hero,dire_player_5_hero_id,dire_player_5_hero,radiant_win
45996281,2012-10-03 00:00:00,19,6.75b,77,Lycan,10,Morphling,74,Invoker,51,Clockwerk,91,Io,46,Templar Assassin,53,Nature's Prophet,87,Disruptor,60,Night Stalker,33,Enigma,true
47404969,2012-10-07 00:00:00,19,6.75b,53,Nature's Prophet,54,Lifestealer,74,Invoker,20,Vengeful Spirit,40,Venomancer,66,Chen,8,Juggernaut,14,Pudge,52,Leshrac,62,Bounty Hunter,false
49662842,2012-10-14 00:00:00,19,6.75b,75,Silencer,89,Naga Siren,65,Batrider,90,Keeper of the Light,62,Bounty Hunter,8,Juggernaut,64,Jakiro,81,Chaos Knight,29,Tidehunter,86,Rubick,false
49678273,2012-10-14 00:00:00,19,6.75b,39,Queen of Pain,62,Bounty Hunter,19,Tiny,91,Io,33,Enigma,16,Sand King,65,Batrider,64,Jakiro,81,Chaos Knight,5,Crystal Maiden,true
50449082,2012-10-17 00:00:00,19,6.75b,11,Shadow Fiend,64,Jakiro,85,Undying,29,Tidehunter,40,Venomancer,68,Ancient Apparition,52,Leshrac,62,Bounty Hunter,81,Chaos Knight,39,Queen of Pain,true
51478680,2012-10-20 00:00:00,19,6.75b,65,Batrider,60,Night Stalker,85,Undying,3,Bane,86,Rubick,34,Tinker,39,Queen of Pain,62,Bounty Hunter,5,Crystal Maiden,52,Leshrac,false
52391591,2012-10-23 00:00:00,19,6.75b,64,Jakiro,5,Crystal Maiden,49,Dragon Knight,85,Undying,55,Dark Seer,27,Shadow Shaman,29,Tidehunter,90,Keeper of the Light,21,Windranger,54,Lifestealer,false
52409578,2012-10-23 00:00:00,19,6.75b,78,Brewmaster,90,Keeper of the Light,39,Queen of Pain,21,Windranger,89,Naga Siren,64,Jakiro,33,Enigma,65,Batrider,8,Juggernaut,62,Bounty Hunter,false
52909612,2012-10-24 00:00:00,19,6.75b,46,Templar Assassin,16,Sand King,87,Disruptor,55,Dark Seer,21,Windranger,69,Doom,81,Chaos Knight,65,Batrider,78,Brewmaster,64,Jakiro,false
52930094,2012-10-24 00:00:00,19,6.75b,33,Enigma,81,Chaos Knight,39,Queen of Pain,21,Windranger,91,Io,53,Nature's Prophet,29,Tidehunter,40,Venomancer,80,Lone Druid,74,Invoker,true
55032872,2012-10-29 00:00:00,22,6.76c,65,Batrider,62,Bounty Hunter,5,Crystal Maiden,39,Queen of Pain,80,Lone Druid,87,Disruptor,74,Invoker,52,Leshrac,49,Dragon Knight,81,Chaos Knight,true
55865069,2012-10-31 00:00:00,22,6.76c,21,Windranger,16,Sand King,65,Batrider,17,Storm Spirit,79,Shadow Demon,29,Tidehunter,62,Bounty Hunter,64,Jakiro,60,Night Stalker,39,Queen of Pain,false
63246890,2012-11-15 00:00:00,22,6.76c,90,Keeper of the Light,41,Faceless Void,65,Batrider,27,Shadow Shaman,38,Beastmaster,56,Clinkz,33,Enigma,39,Queen of Pain,86,Rubick,21,Windranger,true
64452666,2012-11-17 00:00:00,22,6.76c,64,Jakiro,29,Tidehunter,48,Luna,43,Death Prophet,55,Dark Seer,33,Enigma,97,Magnus,62,Bounty Hunter,41,Faceless Void,40,Venomancer,true
65799744,2012-11-20 00:00:00,22,6.76c,80,Lone Druid,18,Sven,55,Dark Seer,79,Shadow Demon,33,Enigma,85,Undying,66,Chen,41,Faceless Void,81,Chaos Knight,64,Jakiro,false
66459989,2012-11-22 00:00:00,22,6.76c,86,Rubick,8,Juggernaut,62,Bounty Hunter,64,Jakiro,97,Magnus,33,Enigma,55,Dark Seer,21,Windranger,79,Shadow Demon,18,Sven,true
66490572,2012-11-22 00:00:00,22,6.76c,20,Vengeful Spirit,17,Storm Spirit,55,Dark Seer,64,Jakiro,54,Lifestealer,66,Chen,62,Bounty Hunter,14,Pudge,21,Windranger,52,Leshrac,false
67093027,2012-11-23 00:00:00,22,6.76c,33,Enigma,9,Mirana,62,Bounty Hunter,3,Bane,65,Batrider,20,Vengeful Spirit,90,Keeper of the Light,55,Dark Seer,18,Sven,80,Lone Druid,false
69937198,2012-11-29 00:00:00,22,6.76c,29,Tidehunter,91,Io,81,Chaos Knight,55,Dark Seer,72,Gyrocopter,85,Undying,54,Lifestealer,46,Templar Assassin,5,Crystal Maiden,64,Jakiro,true
72543698,2012-12-03 00:00:00,22,6.76c,97,Magnus,79,Shadow Demon,38,Beastmaster,18,Sven,66,Chen,46,Templar Assassin,81,Chaos Knight,58,Enchantress,68,Ancient Apparition,65,Batrider,false
83434725,2012-12-22 00:00:00,23,6.77,9,Mirana,3,Bane,86,Rubick,69,Doom,88,Nyx Assassin,79,Shadow Demon,66,Chen,46,Templar Assassin,13,Puck,49,Dragon Knight,true
83502332,2012-12-22 00:00:00,23,6.77,80,Lone Druid,64,Jakiro,86,Rubick,21,Windranger,46,Templar Assassin,25,Lina,53,Nature's Prophet,55,Dark Seer,18,Sven,77,Lycan,true
83750591,2012-12-22 00:00:00,23,6.77,89,Naga Siren,78,Brewmaster,65,Batrider,55,Dark Seer,87,Disruptor,33,Enigma,86,Rubick,38,Beastmaster,48,Luna,39,Queen of Pain,false
91155527,2013-01-02 00:00:00,23,6.77,79,Shadow Demon,1,Anti-Mage,38,Beastmaster,55,Dark Seer,52,Leshrac,85,Undying,97,Magnus,46,Templar Assassin,5,Crystal Maiden,53,Nature's Prophet,true
92144050,2013-01-03 00:00:00,23,6.77,7,Earthshaker,46,Templar Assassin,86,Rubick,11,Shadow Fiend,55,Dark Seer,72,Gyrocopter,48,Luna,62,Bounty Hunter,88,Nyx Assassin,79,Shadow Demon,true
92447061,2013-01-04 00:00:00,23,6.77,66,Chen,79,Shadow Demon,55,Dark Seer,54,Lifestealer,48,Luna,80,Lone Druid,25,Lina,30,Witch Doctor,60,Night Stalker,97,Magnus,true
93123048,2013-01-05 00:00:00,23,6.77,66,Chen,86,Rubick,55,Dark Seer,54,Lifestealer,11,Shadow Fiend,80,Lone Druid,16,Sand King,79,Shadow Demon,78,Brewmaster,53,Nature's Prophet,true
100418754,2013-01-15 00:00:00,24,6.77b,91,Io,81,Chaos Knight,61,Broodmother,21,Windranger,33,Enigma,29,Tidehunter,54,Lifestealer,86,Rubick,80,Lone Druid,88,Nyx Assassin,false
117483335,2013-02-05 00:00:00,24,6.77b,90,Keeper of the Light,64,Jakiro,78,Brewmaster,12,Phantom Lancer,21,Windranger,97,Magnus,86,Rubick,28,Slardar,62,Bounty Hunter,79,Shadow Demon,false
118341603,2013-02-06 00:00:00,24,6.77b,53,Nature's Prophet,25,Lina,41,Faceless Void,18,Sven,97,Magnus,60,Night Stalker,79,Shadow Demon,52,Leshrac,80,Lone Druid,48,Luna,true
128527301,2013-02-17 00:00:00,24,6.77b,25,Lina,55,Dark Seer,65,Batrider,3,Bane,72,Gyrocopter,90,Keeper of the Light,23,Kunkka,79,Shadow Demon,80,Lone Druid,39,Queen of Pain,false
129412773,2013-02-18 00:00:00,24,6.77b,65,Batrider,53,Nature's Prophet,48,Luna,5,Crystal Maiden,54,Lifestealer,3,Bane,55,Dark Seer,1,Anti-Mage,86,Rubick,66,Chen,true
130244513,2013-02-19 00:00:00,24,6.77b,91,Io,54,Lifestealer,75,Silencer,25,Lina,81,Chaos Knight,51,Clockwerk,72,Gyrocopter,40,Venomancer,55,Dark Seer,97,Magnus,false
131075759,2013-02-20 00:00:00,24,6.77b,39,Queen of Pain,54,Lifestealer,80,Lone Druid,64,Jakiro,79,Shadow Demon,86,Rubick,52,Leshrac,13,Puck,1,Anti-Mage,55,Dark Seer,true
142159476,2013-03-05 00:00:00,24,6.77b,86,Rubick,65,Batrider,13,Puck,3,Bane,1,Anti-Mage,53,Nature's Prophet,54,Lifestealer,88,Nyx Assassin,26,Lion,62,Bounty Hunter,false
143592055,2013-03-07 00:00:00,24,6.77b,53,Nature's Prophet,79,Shadow Demon,39,Queen of Pain,97,Magnus,18,Sven,66,Chen,51,Clockwerk,12,Phantom Lancer,90,Keeper of the Light,86,Rubick,false
144356141,2013-03-08 00:00:00,24,6.77b,9,Mirana,86,Rubick,54,Lifestealer,13,Puck,16,Sand King,78,Brewmaster,90,Keeper of the Light,12,Phantom Lancer,72,Gyrocopter,79,Shadow Demon,true
147580288,2013-03-12 00:00:00,24,6.77b,97,Magnus,25,Lina,1,Anti-Mage,79,Shadow Demon,80,Lone Druid,90,Keeper of the Light,28,Slardar,72,Gyrocopter,53,Nature's Prophet,39,Queen of Pain,true
149550190,2013-03-15 00:00:00,24,6.77b,37,Warlock,66,Chen,86,Rubick,60,Night Stalker,39,Queen of Pain,79,Shadow Demon,13,Puck,11,Shadow Fiend,90,Keeper of the Light,97,Magnus,true
150977246,2013-03-17 00:00:00,24,6.77b,12,Phantom Lancer,97,Magnus,86,Rubick,25,Lina,54,Lifestealer,1,Anti-Mage,90,Keeper of the Light,16,Sand King,52,Leshrac,39,Queen of Pain,false
150990408,2013-03-17 00:00:00,24,6.77b,87,Disruptor,97,Magnus,33,Enigma,80,Lone Druid,39,Queen of Pain,55,Dark Seer,89,Naga Siren,34,Tinker,64,Jakiro,79,Shadow Demon,false
151067751,2013-03-17 00:00:00,24,6.77b,21,Windranger,3,Bane,39,Queen of Pain,90,Keeper of the Light,12,Phantom Lancer,79,Shadow Demon,1,Anti-Mage,13,Puck,66,Chen,55,Dark Seer,false
161980334,2013-03-30 00:00:00,25,6.77c,3,Bane,97,Magnus,91,Io,81,Chaos Knight,55,Dark Seer,65,Batrider,52,Leshrac,51,Clockwerk,86,Rubick,48,Luna,true
164216488,2013-04-02 00:00:00,25,6.77c,51,Clockwerk,86,Rubick,52,Leshrac,66,Chen,72,Gyrocopter,90,Keeper of the Light,97,Magnus,73,Alchemist,55,Dark Seer,64,Jakiro,true
186347226,2013-05-02 00:00:00,25,6.77c,20,Vengeful Spirit,39,Queen of Pain,54,Lifestealer,65,Batrider,66,Chen,11,Shadow Fiend,86,Rubick,33,Enigma,8,Juggernaut,97,Magnus,true
188010755,2013-05-04 00:00:00,25,6.77c,21,Windranger,39,Queen of Pain,99,Bristleback,88,Nyx Assassin,34,Tinker,81,Chaos Knight,7,Earthshaker,80,Lone Druid,91,Io,13,Puck,true
188120380,2013-05-04 00:00:00,25,6.77c,54,Lifestealer,97,Magnus,8,Juggernaut,86,Rubick,64,Jakiro,79,Shadow Demon,39,Queen of Pain,1,Anti-Mage,34,Tinker,66,Chen,false
194809706,2013-05-13 00:00:00,25,6.77c,65,Batrider,66,Chen,72,Gyrocopter,87,Disruptor,53,Nature's Prophet,88,Nyx Assassin,63,Weaver,34,Tinker,97,Magnus,79,Shadow Demon,true
196540752,2013-05-16 00:00:00,25,6.77c,97,Magnus,86,Rubick,63,Weaver,1,Anti-Mage,25,Lina,51,Clockwerk,8,Juggernaut,72,Gyrocopter,3,Bane,7,Earthshaker,true
198047460,2013-05-18 00:00:00,25,6.77c,97,Magnus,52,Leshrac,3,Bane,49,Dragon Knight,1,Anti-Mage,23,Kunkka,80,Lone Druid,55,Dark Seer,79,Shadow Demon,16,Sand King,false
198813698,2013-05-19 00:00:00,25,6.77c,25,Lina,72,Gyrocopter,88,Nyx Assassin,51,Clockwerk,21,Windranger,80,Lone Druid,90,Keeper of the Light,52,Leshrac,97,Magnus,81,Chaos Knight,true
199835773,2013-05-20 00:00:00,25,6.77c,80,Lone Druid,97,Magnus,72,Gyrocopter,79,Shadow Demon,51,Clockwerk,40,Venomancer,46,Templar Assassin,53,Nature's Prophet,73,Alchemist,86,Rubick,false
200319562,2013-05-21 00:00:00,25,6.77c,51,Clockwerk,55,Dark Seer,12,Phantom Lancer,65,Batrider,86,Rubick,72,Gyrocopter,18,Sven,90,Keeper of the Light,97,Magnus,80,Lone Druid,false
204154108,2013-05-26 00:00:00,25,6.77c,91,Io,63,Weaver,65,Batrider,46,Templar Assassin,88,Nyx Assassin,33,Enigma,79,Shadow Demon,101,Skywrath Mage,23,Kunkka,8,Juggernaut,false
205939523,2013-05-28 00:00:00,25,6.77c,90,Keeper of the Light,38,Beastmaster,72,Gyrocopter,80,Lone Druid,88,Nyx Assassin,79,Shadow Demon,93,Slark,65,Batrider,44,Phantom Assassin,25,Lina,true
210879957,2013-06-03 00:00:00,27,6.78b,91,Io,51,Clockwerk,87,Disruptor,81,Chaos Knight,80,Lone Druid,83,Treant Protector,39,Queen of Pain,65,Batrider,3,Bane,63,Weaver,false
214313605,2013-06-08 00:00:00,27,6.78b,49,Dragon Knight,86,Rubick,39,Queen of Pain,54,Lifestealer,64,Jakiro,25,Lina,88,Nyx Assassin,16,Sand King,72,Gyrocopter,53,Nature's Prophet,false
220064556,2013-06-15 00:00:00,27,6.78b,51,Clockwerk,58,Enchantress,79,Shadow Demon,17,Storm Spirit,73,Alchemist,40,Venomancer,83,Treant Protector,36,Necrophos,65,Batrider,49,Dragon Knight,true
220531818,2013-06-16 00:00:00,27,6.78b,39,Queen of Pain,67,Spectre,79,Shadow Demon,52,Leshrac,83,Treant Protector,57,Omniknight,63,Weaver,17,Storm Spirit,41,Faceless Void,5,Crystal Maiden,true
220727042,2013-06-16 00:00:00,27,6.78b,88,Nyx Assassin,89,Naga Siren,39,Queen of Pain,86,Rubick,63,Weaver,52,Leshrac,93,Slark,83,Treant Protector,98,Timbersaw,21,Windranger,true
223268792,2013-06-19 00:00:00,27,6.78b,8,Juggernaut,86,Rubick,72,Gyrocopter,92,Visage,17,Storm Spirit,63,Weaver,39,Queen of Pain,88,Nyx Assassin,55,Dark Seer,79,Shadow Demon,false
225906589,2013-06-23 00:00:00,27,6.78b,15,Razor,33,Enigma,83,Treant Protector,73,Alchemist,86,Rubick,75,Silencer,72,Gyrocopter,65,Batrider,51,Clockwerk,56,Clinkz,true
231358863,2013-06-30 00:00:00,27,6.78b,73,Alchemist,39,Queen of Pain,8,Juggernaut,5,Crystal Maiden,83,Treant Protector,97,Magnus,52,Leshrac,79,Shadow Demon,18,Sven,53,Nature's Prophet,true
234804767,2013-07-04 00:00:00,28,6.78c,55,Dark Seer,52,Leshrac,88,Nyx Assassin,21,Windranger,72,Gyrocopter,53,Nature's Prophet,86,Rubick,66,Chen,49,Dragon Knight,63,Weaver,false
236770859,2013-07-07 00:00:00,28,6.78c,54,Lifestealer,39,Queen of Pain,60,Night Stalker,92,Visage,5,Crystal Maiden,21,Windranger,49,Dragon Knight,88,Nyx Assassin,57,Omniknight,72,Gyrocopter,true
240395567,2013-07-11 00:00:00,28,6.78c,98,Timbersaw,15,Razor,91,Io,83,Treant Protector,76,Outworld Destroyer,53,Nature's Prophet,86,Rubick,66,Chen,17,Storm Spirit,54,Lifestealer,true
240837014,2013-07-12 00:00:00,28,6.78c,73,Alchemist,15,Razor,66,Chen,97,Magnus,83,Treant Protector,92,Visage,76,Outworld Destroyer,5,Crystal Maiden,62,Bounty Hunter,54,Lifestealer,false
263195628,2013-08-04 00:00:00,28,6.78c,92,Visage,37,Warlock,8,Juggernaut,64,Jakiro,54,Lifestealer,73,Alchemist,39,Queen of Pain,83,Treant Protector,3,Bane,80,Lone Druid,true
263554917,2013-08-04 00:00:00,28,6.78c,79,Shadow Demon,91,Io,51,Clockwerk,53,Nature's Prophet,15,Razor,8,Juggernaut,92,Visage,86,Rubick,49,Dragon Knight,80,Lone Druid,true
263648410,2013-08-05 00:00:00,28,6.78c,54,Lifestealer,33,Enigma,86,Rubick,88,Nyx Assassin,17,Storm Spirit,89,Naga Siren,1,Anti-Mage,63,Weaver,65,Batrider,92,Visage,true
269004111,2013-08-10 00:00:00,28,6.78c,92,Visage,7,Earthshaker,17,Storm Spirit,38,Beastmaster,63,Weaver,54,Lifestealer,98,Timbersaw,69,Doom,86,Rubick,49,Dragon Knight,true
269952489,2013-08-11 00:00:00,28,6.78c,54,Lifestealer,51,Clockwerk,75,Silencer,88,Nyx Assassin,17,Storm Spirit,18,Sven,66,Chen,3,Bane,13,Puck,55,Dark Seer,false
269981681,2013-08-11 00:00:00,28,6.78c,69,Doom,3,Bane,88,Nyx Assassin,65,Batrider,63,Weaver,1,Anti-Mage,55,Dark Seer,92,Visage,86,Rubick,49,Dragon Knight,false
296511103,2013-09-02 00:00:00,28,6.78c,17,Storm Spirit,88,Nyx Assassin,73,Alchemist,55,Dark Seer,79,Shadow Demon,63,Weaver,97,Magnus,54,Lifestealer,92,Visage,64,Jakiro,true
300065635,2013-09-06 00:00:00,28,6.78c,39,Queen of Pain,73,Alchemist,85,Undying,86,Rubick,55,Dark Seer,88,Nyx Assassin,89,Naga Siren,53,Nature's Prophet,17,Storm Spirit,54,Lifestealer,false
311095456,2013-09-15 00:00:00,28,6.78c,63,Weaver,79,Shadow Demon,89,Naga Siren,9,Mirana,73,Alchemist,11,Shadow Fiend,58,Enchantress,49,Dragon Knight,86,Rubick,65,Batrider,true
311343446,2013-09-15 00:00:00,28,6.78c,76,Outworld Destroyer,89,Naga Siren,55,Dark Seer,66,Chen,17,Storm Spirit,25,Lina,83,Treant Protector,53,Nature's Prophet,72,Gyrocopter,23,Kunkka,true
312512599,2013-09-16 00:00:00,28,6.78c,31,Lich,54,Lifestealer,86,Rubick,13,Puck,62,Bounty Hunter,70,Ursa,37,Warlock,3,Bane,55,Dark Seer,49,Dragon Knight,true
316640057,2013-09-20 00:00:00,28,6.78c,86,Rubick,89,Naga Siren,46,Templar Assassin,63,Weaver,54,Lifestealer,23,Kunkka,72,Gyrocopter,79,Shadow Demon,64,Jakiro,55,Dark Seer,true
325265341,2013-09-28 00:00:00,28,6.78c,72,Gyrocopter,33,Enigma,49,Dragon Knight,102,Abaddon,92,Visage,95,Troll Warlord,86,Rubick,97,Magnus,88,Nyx Assassin,71,Spirit Breaker,false
327192346,2013-09-29 00:00:00,28,6.78c,16,Sand King,71,Spirit Breaker,86,Rubick,63,Weaver,55,Dark Seer,92,Visage,65,Batrider,88,Nyx Assassin,98,Timbersaw,72,Gyrocopter,false
334795705,2013-10-06 00:00:00,28,6.78c,89,Naga Siren,17,Storm Spirit,72,Gyrocopter,90,Keeper of the Light,55,Dark Seer,26,Lion,38,Beastmaster,91,Io,80,Lone Druid,54,Lifestealer,true
334822527,2013-10-06 00:00:00,28,6.78c,89,Naga Siren,47,Viper,51,Clockwerk,92,Visage,95,Troll Warlord,29,Tidehunter,65,Batrider,98,Timbersaw,5,Crystal Maiden,73,Alchemist,false
342334056,2013-10-12 00:00:00,28,6.78c,76,Outworld Destroyer,80,Lone Druid,86,Rubick,102,Abaddon,63,Weaver,95,Troll Warlord,89,Naga Siren,15,Razor,103,Elder Titan,90,Keeper of the Light,true
343548415,2013-10-13 00:00:00,28,6.78c,63,Weaver,64,Jakiro,67,Spectre,97,Magnus,86,Rubick,95,Troll Warlord,71,Spirit Breaker,88,Nyx Assassin,49,Dragon Knight,92,Visage,false
343610040,2013-10-13 00:00:00,28,6.78c,88,Nyx Assassin,11,Shadow Fiend,49,Dragon Knight,37,Warlock,103,Elder Titan,23,Kunkka,55,Dark Seer,84,Ogre Magi,67,Spectre,64,Jakiro,true
344827350,2013-10-14 00:00:00,28,6.78c,103,Elder Titan,66,Chen,65,Batrider,54,Lifestealer,11,Shadow Fiend,98,Timbersaw,91,Io,3,Bane,73,Alchemist,63,Weaver,true
345894683,2013-10-15 00:00:00,28,6.78c,103,Elder Titan,91,Io,66,Chen,98,Timbersaw,48,Luna,89,Naga Siren,13,Puck,72,Gyrocopter,63,Weaver,88,Nyx Assassin,true
346817633,2013-10-16 00:00:00,28,6.78c,95,Troll Warlord,13,Puck,103,Elder Titan,55,Dark Seer,5,Crystal Maiden,73,Alchemist,92,Visage,88,Nyx Assassin,17,Storm Spirit,98,Timbersaw,false
348229039,2013-10-17 00:00:00,28,6.78c,55,Dark Seer,76,Outworld Destroyer,89,Naga Siren,64,Jakiro,11,Shadow Fiend,15,Razor,27,Shadow Shaman,98,Timbersaw,88,Nyx Assassin,54,Lifestealer,true
348348026,2013-10-17 00:00:00,28,6.78c,92,Visage,8,Juggernaut,20,Vengeful Spirit,15,Razor,98,Timbersaw,64,Jakiro,13,Puck,88,Nyx Assassin,54,Lifestealer,95,Troll Warlord,true
351397858,2013-10-19 00:00:00,28,6.78c,92,Visage,72,Gyrocopter,21,Windranger,65,Batrider,76,Outworld Destroyer,88,Nyx Assassin,20,Vengeful Spirit,54,Lifestealer,103,Elder Titan,53,Nature's Prophet,false
